timestamp,event_type,position_id,event_name,strike,side,order_type,tokens,entry_price,exit_price,invested_usd,realized_pnl_usd,roi_pct,entry_edge_pct,entry_reason,close_reason,runtime_min
2026-03-08T20:05:45.518384+00:00,OPEN,65f8b5ef,Ethereum above ___ on March 12?,1900,NO,MAKER_POST_ONLY,16.87,0.3110,,5.25,,,-7.03,edge=-7.0% kelly=0.035→0.005 iv=86.4% T=3.8d deribit=12MAR26 tier=3.0%,,
2026-03-08T20:10:23.767168+00:00,OPEN,9d016a5d,Ethereum above ___ on March 9?,1900,NO,TAKER_FAK,3.00,0.2200,,0.66,,,-6.63,edge=-6.6% kelly=0.033→0.005 iv=100.9% T=0.8d deribit=9MAR26 tier=3.0%,,
2026-03-08T20:10:30.016531+00:00,OPEN,84fcc4ef,Ethereum above ___ on March 11?,1900,NO,TAKER_FAK,4.05,0.3200,,1.30,,,-5.39,edge=-5.4% kelly=0.039→0.006 iv=87.6% T=2.8d deribit=11MAR26 tier=3.0%,,
2026-03-08T22:01:06.191340+00:00,OPEN,a2296d10,Ethereum above ___ on March 10?,1900,NO,TAKER_FAK,18.28,0.3100,,5.67,,,-8.31,edge=-8.3% kelly=0.038→0.006 iv=90.0% T=1.7d deribit=10MAR26 tier=3.0%,,
2026-03-08T22:03:33.271945+00:00,OPEN,f5830ecf,Ethereum above ___ on March 11?,1800,NO,TAKER_FAK,36.34,0.1380,,5.02,,,-8.87,edge=-8.9% kelly=0.033→0.005 iv=91.8% T=2.7d deribit=11MAR26 tier=5.0%,,
2026-03-08T22:03:39.844759+00:00,CLOSE,9d016a5d,Ethereum above ___ on March 9?,1900,NO,TAKER_FAK,3.00,0.2200,0.3300,0.66,0.3300,50.00,-6.63,edge=-6.6% kelly=0.033→0.005 iv=100.9% T=0.8d deribit=9MAR26 tier=3.0%,TP:DYNAMIC_GREED_TP (+50% k=0.430 tgt=0.291),113.3
2026-03-08T23:05:04.356755+00:00,CLOSE,a2296d10,Ethereum above ___ on March 10?,1900,NO,TAKER_FAK,18.28,0.3100,0.3300,5.67,0.3655,6.45,-8.31,edge=-8.3% kelly=0.038→0.006 iv=90.0% T=1.7d deribit=10MAR26 tier=3.0%,TP:tp_hit_liquid,64.0
2026-03-08T23:39:01.171479+00:00,OPEN,30b8204d,Ethereum above ___ on March 13?,1700,NO,TAKER_FAK,10.00,0.0700,,0.70,,,-7.32,edge=-7.3% kelly=0.033→0.005 iv=100.8% T=4.7d deribit=13MAR26 tier=5.0%,,
2026-03-09T00:05:50.761675+00:00,CLOSE,84fcc4ef,Ethereum above ___ on March 11?,1900,NO,TAKER_FAK,4.05,0.3200,0.3600,1.30,0.1620,12.50,-5.39,edge=-5.4% kelly=0.039→0.006 iv=87.6% T=2.8d deribit=11MAR26 tier=3.0%,TP:tp_hit_liquid,235.3
2026-03-09T00:36:48.678784+00:00,OPEN,b1a70386,Ethereum above ___ on March 11?,2000,YES,TAKER_FAK,14.95,0.3400,,5.08,,,4.11,edge=4.1% kelly=0.034→0.005 iv=81.0% T=2.6d deribit=11MAR26 tier=1.5%,,
2026-03-09T01:34:37.308669+00:00,CLOSE,65f8b5ef,Ethereum above ___ on March 12?,1900,NO,MAKER_POST_ONLY,16.87,0.3110,0.3300,5.25,0.3205,6.11,-7.03,edge=-7.0% kelly=0.035→0.005 iv=86.4% T=3.8d deribit=12MAR26 tier=3.0%,TP:tp_hit_liquid,328.9
2026-03-09T02:36:30.935251+00:00,OPEN,3dd6569f,Ethereum above ___ on March 10?,2000,YES,TAKER_FAK,17.63,0.2900,,5.11,,,3.96,edge=4.0% kelly=0.034→0.005 iv=83.9% T=1.6d deribit=10MAR26 tier=1.5%,,
2026-03-09T03:09:10.838517+00:00,CLOSE,3dd6569f,Ethereum above ___ on March 10?,2000,YES,TAKER_FAK,17.63,0.2900,0.4200,5.11,2.2918,44.83,3.96,edge=4.0% kelly=0.034→0.005 iv=83.9% T=1.6d deribit=10MAR26 tier=1.5%,TP:DYNAMIC_GREED_TP (+45% k=0.535 tgt=0.332),32.7
2026-03-09T03:10:46.752179+00:00,OPEN,d2c85cc5,Ethereum above ___ on March 12?,2000,YES,MAKER_POST_ONLY,16.94,0.3510,,5.95,,,5.44,edge=5.4% kelly=0.040→0.006 iv=81.1% T=3.5d deribit=12MAR26 tier=3.0%,,
2026-03-09T03:20:28.237930+00:00,CLOSE,b1a70386,Ethereum above ___ on March 11?,2000,YES,TAKER_FAK,14.95,0.3400,0.4600,5.08,1.7944,35.29,4.11,edge=4.1% kelly=0.034→0.005 iv=81.0% T=2.6d deribit=11MAR26 tier=1.5%,TP:tp_hit_liquid,163.7
2026-03-09T05:43:20.029023+00:00,OPEN,0be43c93,Ethereum above ___ on March 9?,2100,YES,TAKER_FAK,109.55,0.0520,,5.70,,,6.92,edge=6.9% kelly=0.038→0.006 iv=118.5% T=0.4d deribit=9MAR26 tier=1.5%,,
2026-03-09T05:43:44.346659+00:00,CLOSE,d2c85cc5,Ethereum above ___ on March 12?,2000,YES,MAKER_POST_ONLY,16.94,0.3510,0.4600,5.95,1.8467,31.05,5.44,edge=5.4% kelly=0.040→0.006 iv=81.1% T=3.5d deribit=12MAR26 tier=3.0%,TP:tp_hit_liquid,153.0
2026-03-09T05:43:44.424262+00:00,OPEN,db572e33,Ethereum above ___ on March 12?,2100,YES,MAKER_POST_ONLY,37.74,0.1510,,5.70,,,6.03,edge=6.0% kelly=0.038→0.006 iv=79.7% T=3.4d deribit=12MAR26 tier=1.5%,,
2026-03-09T05:43:58.615516+00:00,OPEN,b21b9ba0,Ethereum above ___ on March 13?,2100,YES,MAKER_POST_ONLY,26.29,0.1910,,5.02,,,4.65,edge=4.7% kelly=0.033→0.005 iv=78.7% T=4.4d deribit=13MAR26 tier=1.5%,,
2026-03-09T07:19:04.822973+00:00,OPEN,6d9cf7d4,Ethereum above ___ on March 12?,1800,NO,MAKER_POST_ONLY,63.35,0.0810,,5.13,,,-9.81,edge=-9.8% kelly=0.034→0.005 iv=94.9% T=3.4d deribit=12MAR26 tier=5.0%,,
2026-03-09T09:35:57.228753+00:00,CLOSE,0be43c93,Ethereum above ___ on March 9?,2100,YES,TAKER_FAK,109.55,0.0520,0.0600,5.70,0.8764,15.38,6.92,edge=6.9% kelly=0.038→0.006 iv=118.5% T=0.4d deribit=9MAR26 tier=1.5%,TP:tp_hit_liquid,232.6
2026-03-09T09:36:06.417935+00:00,OPEN,a0fe9dc3,Ethereum above ___ on March 14?,2100,YES,MAKER_POST_ONLY,25.87,0.2110,,5.46,,,4.86,edge=4.9% kelly=0.036→0.005 iv=75.4% T=5.3d deribit=20MAR26 tier=1.5%,,
2026-03-09T09:37:09.332484+00:00,OPEN,508401ca,Ethereum above ___ on March 9?,2000,NO,TAKER_FAK,16.18,0.3200,,5.18,,,-5.67,edge=-5.7% kelly=0.034→0.005 iv=81.5% T=0.3d deribit=10MAR26 tier=3.0%,,
2026-03-09T09:41:53.225901+00:00,CLOSE,508401ca,Ethereum above ___ on March 9?,2000,NO,TAKER_FAK,16.18,0.3200,0.3500,5.18,0.4855,9.38,-5.67,edge=-5.7% kelly=0.034→0.005 iv=81.5% T=0.3d deribit=10MAR26 tier=3.0%,TP:tp_hit_liquid,4.7
2026-03-09T13:18:11.501335+00:00,CLOSE,db572e33,Ethereum above ___ on March 12?,2100,YES,MAKER_POST_ONLY,37.74,0.1510,0.2400,5.70,3.3586,58.94,6.03,edge=6.0% kelly=0.038→0.006 iv=79.7% T=3.4d deribit=12MAR26 tier=1.5%,TP:DYNAMIC_GREED_TP (+59% k=0.327 tgt=0.207),454.5
2026-03-09T13:18:11.502254+00:00,CLOSE,b21b9ba0,Ethereum above ___ on March 13?,2100,YES,MAKER_POST_ONLY,26.29,0.1910,0.2700,5.02,2.0768,41.36,4.65,edge=4.7% kelly=0.033→0.005 iv=78.7% T=4.4d deribit=13MAR26 tier=1.5%,TP:DYNAMIC_GREED_TP (+41% k=0.386 tgt=0.235),454.2
2026-03-09T13:18:11.503333+00:00,CLOSE,a0fe9dc3,Ethereum above ___ on March 14?,2100,YES,MAKER_POST_ONLY,25.87,0.2110,0.2800,5.46,1.7849,32.70,4.86,edge=4.9% kelly=0.036→0.005 iv=75.4% T=5.3d deribit=20MAR26 tier=1.5%,TP:tp_hit_liquid,222.1
2026-03-09T19:25:32.512019+00:00,OPEN,5eb8d93d,Ethereum above ___ on March 11?,2100,YES,TAKER_FAK,23.28,0.2200,,5.12,,,5.57,edge=5.6% kelly=0.034→0.005 iv=69.2% T=1.9d deribit=11MAR26 tier=1.5%,,
2026-03-09T19:25:51.316051+00:00,CLOSE,5eb8d93d,Ethereum above ___ on March 11?,2100,YES,TAKER_FAK,23.28,0.2200,0.2700,5.12,1.1640,22.73,5.57,edge=5.6% kelly=0.034→0.005 iv=69.2% T=1.9d deribit=11MAR26 tier=1.5%,TP:tp_hit_liquid,0.3
2026-03-10T00:04:17.766271+00:00,OPEN,007b3ba4,Ethereum above ___ on March 14?,1900,NO,MAKER_POST_ONLY,27.70,0.2010,,5.57,,,-9.97,edge=-10.0% kelly=0.037→0.006 iv=76.0% T=4.7d deribit=20MAR26 tier=3.0%,,
2026-03-10T02:43:07.284553+00:00,OPEN,4b98e370,Ethereum above ___ on March 16?,2100,YES,MAKER_POST_ONLY,16.92,0.3210,,5.43,,,3.04,edge=3.0% kelly=0.036→0.005 iv=69.8% T=6.6d deribit=20MAR26 tier=1.5%,,
2026-03-10T03:46:38.443054+00:00,OPEN,6162f898,Ethereum above ___ on March 13?,2000,NO,TAKER_FAK,14.11,0.3800,,5.36,,,-9.03,edge=-9.0% kelly=0.035→0.005 iv=71.7% T=3.5d deribit=13MAR26 tier=3.0%,,
2026-03-10T05:24:48.536195+00:00,CLOSE,4b98e370,Ethereum above ___ on March 16?,2100,YES,MAKER_POST_ONLY,16.92,0.3210,0.3700,5.43,0.8291,15.26,3.04,edge=3.0% kelly=0.036→0.005 iv=69.8% T=6.6d deribit=20MAR26 tier=1.5%,TP:tp_hit_liquid,161.7
2026-03-10T06:28:21.692466+00:00,OPEN,3ba720a7,Ethereum above ___ on March 10?,2100,YES,TAKER_FAK,42.17,0.1200,,5.06,,,7.64,edge=7.6% kelly=0.034→0.005 iv=91.5% T=0.4d deribit=10MAR26 tier=1.5%,,
2026-03-10T08:04:24.608155+00:00,CLOSE,3ba720a7,Ethereum above ___ on March 10?,2100,YES,TAKER_FAK,42.17,0.1200,0.1300,5.06,0.4217,8.33,7.64,edge=7.6% kelly=0.034→0.005 iv=91.5% T=0.4d deribit=10MAR26 tier=1.5%,TP:tp_hit_liquid,96.0
2026-03-10T13:33:56.390591+00:00,OPEN,53038c48,Ethereum above ___ on March 14?,2000,NO,MAKER_POST_ONLY,16.35,0.3110,,5.08,,,-8.84,edge=-8.8% kelly=0.034→0.005 iv=69.6% T=4.1d deribit=14MAR26 tier=3.0%,,
2026-03-10T13:39:52.981646+00:00,CLOSE,53038c48,Ethereum above ___ on March 14?,2000,NO,MAKER_POST_ONLY,16.35,0.3110,0.4000,5.08,1.4550,28.62,-8.84,edge=-8.8% kelly=0.034→0.005 iv=69.6% T=4.1d deribit=14MAR26 tier=3.0%,TP:tp_hit_liquid,5.9
2026-03-10T13:40:20.205087+00:00,CLOSE,6162f898,Ethereum above ___ on March 13?,2000,NO,TAKER_FAK,14.11,0.3800,0.3900,5.36,0.1411,2.63,-9.03,edge=-9.0% kelly=0.035→0.005 iv=71.7% T=3.5d deribit=13MAR26 tier=3.0%,TP:tp_hit_liquid,593.7
2026-03-10T15:05:01.028161+00:00,OPEN,3eccabfa,Ethereum above ___ on March 12?,2200,YES,TAKER_FAK,56.40,0.0900,,5.08,,,5.74,edge=5.7% kelly=0.034→0.005 iv=70.2% T=2.0d deribit=12MAR26 tier=1.5%,,
2026-03-10T17:13:27.282232+00:00,CLOSE,3eccabfa,Ethereum above ___ on March 12?,2200,YES,TAKER_FAK,56.40,0.0900,0.1000,5.08,0.5640,11.11,5.74,edge=5.7% kelly=0.034→0.005 iv=70.2% T=2.0d deribit=12MAR26 tier=1.5%,TP:tp_hit_liquid,128.4
2026-03-10T19:11:42.707310+00:00,OPEN,8a68e809,Ethereum above ___ on March 13?,1900,NO,TAKER_FAK,46.36,0.1100,,5.10,,,-10.75,edge=-10.7% kelly=0.034→0.005 iv=79.1% T=2.9d deribit=13MAR26 tier=5.0%,,
2026-03-10T19:36:17.214196+00:00,OPEN,8d4a72dc,Ethereum above ___ on March 17?,1900,NO,TAKER_FAK,25.23,0.2000,,5.05,,,-12.34,edge=-12.3% kelly=0.033→0.005 iv=76.2% T=6.8d deribit=20MAR26 tier=3.0%,,
2026-03-13T13:17:48.682645+00:00,OPEN,e1623dd3,Ethereum above ___ on March 16?,2200,YES,TAKER_FAK,21.58,0.3300,,7.12,,,7.30,edge=7.3% kelly=0.047→0.007 iv=56.7% T=3.1d deribit=16MAR26 tier=3.0%,,
2026-03-13T13:18:15.821526+00:00,CLOSE,e1623dd3,Ethereum above ___ on March 16?,2200,YES,TAKER_FAK,21.58,0.3300,0.4000,7.12,1.5103,21.21,7.30,edge=7.3% kelly=0.047→0.007 iv=56.7% T=3.1d deribit=16MAR26 tier=3.0%,TP:tp_hit_liquid,0.5
2026-03-13T13:18:26.252837+00:00,OPEN,febd5508,Ethereum above ___ on March 17?,2200,YES,TAKER_FAK,15.68,0.3700,,5.80,,,7.21,edge=7.2% kelly=0.039→0.006 iv=61.3% T=4.1d deribit=17MAR26 tier=3.0%,,
2026-03-13T13:18:58.381612+00:00,OPEN,c96c5361,Ethereum above ___ on March 18?,2200,YES,MAKER_POST_ONLY,15.78,0.3410,,5.38,,,6.71,edge=6.7% kelly=0.036→0.005 iv=69.0% T=5.1d deribit=20MAR26 tier=3.0%,,
2026-03-13T13:19:25.048919+00:00,CLOSE,febd5508,Ethereum above ___ on March 17?,2200,YES,TAKER_FAK,15.68,0.3700,0.4300,5.80,0.9409,16.22,7.21,edge=7.2% kelly=0.039→0.006 iv=61.3% T=4.1d deribit=17MAR26 tier=3.0%,TP:tp_hit_liquid,1.0
2026-03-13T13:19:25.049576+00:00,CLOSE,c96c5361,Ethereum above ___ on March 18?,2200,YES,MAKER_POST_ONLY,15.78,0.3410,0.4500,5.38,1.7198,31.96,6.71,edge=6.7% kelly=0.036→0.005 iv=69.0% T=5.1d deribit=20MAR26 tier=3.0%,TP:tp_hit_liquid,0.4
